customer_id,first_name,last_name,average_order_value
1288,Mahika,Guha,482814.0
1312,Gayathri,Choudhary,482074.0
1163,Waida,Gandhi,481829.0
1414,Nihal,Karan,481826.0
1345,Tripti,Chatterjee,481151.0
1455,Parth,Pradhan,480501.0
1360,Anthony,Gokhale,480217.0
1381,Robert,Krishnan,478667.0
1392,Nilima,Samra,478633.0
1309,Mitali,Gour,478420.0
1116,Inaya,Doctor,478303.0
1323,Barkha,Dyal,477779.0
1341,Jyoti,Maharaj,477259.0
1021,Neha,Krishnan,477073.0
1064,Oni,Mittal,476814.0
1354,Vidhi,Bhalla,476035.0
1488,Devika,Mallick,475999.0
1343,Nikita,Swaminathan,475918.0
1258,Nandini,Varty,475841.0
1056,Ikbal,Sawhney,475522.0
1141,Darika,Loyal,474947.0
1074,Damini,Mital,474045.0
1438,Girindra,Sankar,473175.0
1261,Reyansh,Solanki,472974.0
1273,Rehaan,Chaudhari,472726.0
1138,Tanay,Bakshi,472312.0
1248,Shravya,Manne,470655.0
1114,Advaith,Sanghvi,470396.0
1198,Radhika,Nagar,470244.0
1293,Oscar,Mody,470001.0
1083,Liam,Halder,468917.0
1014,Idika,Panchal,468578.0
1201,Dominic,Aggarwal,468558.0
1337,Chaitanya,Thaker,468235.0
1126,Libni,Kamdar,467677.0
1327,Wazir,Raghavan,466660.0
1355,Jatin,Tata,466397.0
1079,Eta,Sarraf,465484.0
1445,Azaan,Buch,465213.0
1007,Meera,Parsa,463633.0
1372,Naksh,Mand,463131.0
1091,Wyatt,Dass,463113.0
1298,Irya,Contractor,460693.0
1324,Tanmayi,Dhillon,459723.0
1015,Kamya,Sengupta,459359.0
1325,Yash,Narula,458836.0
1266,Abhiram,Dyal,458258.0
1043,Hamsini,Rama,456238.0
1484,Lohit,Devi,454108.0
1453,Ekavir,Manda,453808.0
1441,Lakshmi,Baria,452317.0
1388,Arjun,Yohannan,452019.0
1369,Hritik,Kant,451974.0
1459,Dakshesh,Ahluwalia,451210.0
1346,Kevin,Varty,450440.0
1162,Udant,Taneja,450114.0
1447,Ishaan,Prasad,450082.0
1255,Siya,Yohannan,449618.0
1279,Vedhika,Tank,448229.0
1073,Bhavani,Vala,448109.0
1428,Lekha,Bala,446794.0
1338,Advay,Sidhu,445861.0
1088,Balendra,Pathak,445795.0
1400,Sai,Dave,445150.0
1051,Yash,Mukherjee,445021.0
1390,Samuel,Buch,444949.0
1235,Lajita,Bali,444818.0
1065,Ishita,Bhatt,444410.0
1396,Sathvik,Cheema,444208.0
1442,Kabir,Varkey,444134.0
1169,Balvan,Thaker,443700.0
1357,Mitesh,Chahal,443538.0
1421,Anusha,Gaba,443244.0
1018,Vedant,Mitra,443013.0
1472,Rachit,Gopal,442932.0
1494,Niharika,Gupta,442238.0
1439,Chandresh,Dewan,441983.0
1160,Udyati,Anne,441879.0
1481,Wyatt,Mahal,441411.0
1243,Qarin,Shetty,441052.0
1207,Imaran,Barman,439795.0
1131,Indrajit,Arya,439624.0
1130,Mitali,Samra,439225.0
1391,Urvashi,Chadha,438909.0
1245,Balveer,Nayar,436885.0
1223,Ryan,Ben,436516.0
1082,Qasim,Gade,436133.0
1460,Nitara,Sane,435704.0
1232,Suhani,Yadav,434392.0
1332,Amara,Gade,434370.0
1433,Karan,Nagarajan,434246.0
1054,Faqid,Biswas,434238.0
1299,Ekbal,Bhatnagar,433722.0
1462,Azaan,Parmer,433703.0
1155,Warda,Kota,430835.0
1215,Aarav,Shan,429488.0
1244,Rachita,Lall,429193.0
1177,Ubika,Handa,429089.0
1189,Ijaya,Mandal,427603.0
1133,Nachiket,Lal,427362.0
1228,Manan,Sastry,427105.0
1348,Zayyan,Raghavan,426853.0
1029,Liam,Mander,426395.0
1452,Nilima,Chakrabarti,425798.0
1002,Janya,Tailor,425320.0
1412,Finn,Nayar,425166.0
1108,Adya,Sangha,425154.0
1377,Gavin,Natarajan,424939.0
1035,Gautami,Banik,424170.0
1033,Chaaya,Venkataraman,423977.0
1146,Yashvi,Setty,423864.0
1497,Ekbal,Narasimhan,423816.0
1050,Vasatika,Rattan,423568.0
1156,Nidhi,Purohit,423412.0
1142,Pratyush,Borra,423054.0
1403,Nitara,Ramaswamy,422737.0
1214,Tanvi,Issac,421590.0
1080,Kamya,Wable,421097.0
1211,Diya,Dutta,420559.0
1284,Nidhi,Mannan,420380.0
1210,Krisha,Dugar,420366.0
1006,Bakhshi,Swaminathan,420035.0
1385,Chandani,Chaudry,419986.0
1289,Triya,Gopal,418290.0
1479,Harinakshi,Jha,418136.0
1204,Oliver,Bala,417987.0
1200,Dipta,Wadhwa,417768.0
1375,Veer,Pau,416259.0
1368,Advaith,Deshpande,416186.0
1218,Balhaar,Batta,415648.0
1229,Hiral,Apte,415414.0
1389,Krishna,Choudhary,414437.0
1195,Shivani,Bhandari,413664.0
1165,Rushil,Pall,413659.0
1031,Christopher,Saini,413526.0
1335,Daniel,Shukla,412497.0
1117,Pahal,Butala,412495.0
1416,Radha,Purohit,412244.0
1402,Shivansh,Borde,412025.0
1496,Gaurika,Gupta,411427.0
1132,Warinder,Bhargava,410923.0
1148,Ishaan,Raju,410861.0
1353,Nicholas,Barad,410651.0
1482,Zilmil,Gandhi,410416.0
1180,Anvi,Prasad,409410.0
1183,Qasim,Nigam,409265.0
1066,Vasudha,Baral,409088.0
1435,Gaurav,Atwal,408534.0
1268,Vedant,Sagar,408037.0
1270,Bakhshi,Keer,406151.0
1008,Neel,Bajaj,406109.0
1216,Ekapad,Das,405856.0
1081,Advaith,Grewal,405051.0
1275,Samar,Nath,404979.0
1121,Rachit,Salvi,404955.0
1179,Sai,Dubey,404271.0
1330,Christopher,Prakash,404028.0
1196,Niharika,Chatterjee,403923.0
1157,Dominic,Shenoy,403728.0
1049,Sai,Butala,403029.0
1077,Michael,Mallick,402744.0
1094,Warinder,Nayak,402713.0
1233,Owen,Bhatt,402125.0
1425,Shivansh,Dhar,401241.0
1017,Gagan,Goel,400155.0
1471,Hredhaan,Munshi,399475.0
1047,Xavier,Deol,399410.0
1429,Mohammed,Bir,398256.0
1480,Charvi,Tella,398123.0
1113,Finn,Seshadri,396964.0
1301,Eiravati,Sodhi,396743.0
1110,Aahana,Walla,395199.0
1084,Ekanta,Buch,395109.0
1005,Chanakya,Sule,394983.0
1069,Ronith,Barad,394236.0
1192,Jyoti,Sathe,393977.0
1071,Udarsh,Shah,393949.0
1271,Mekhala,Ratti,393912.0
1263,Ranveer,Salvi,393344.0
1184,Shravya,Rajan,392548.0
1106,Rajeshri,Dhaliwal,392209.0
1333,Vasudha,Sangha,391801.0
1467,Zaitra,Char,391406.0
1250,Indali,Mutti,391193.0
1206,Bishakha,Jain,390417.0
1376,Abhimanyu,Bhasin,389402.0
1406,Abdul,Arora,389155.0
1076,Eiravati,Mutti,388811.0
1331,Saksham,Parikh,388514.0
1499,Theodore,Sarna,388385.0
1105,Abdul,Narang,387498.0
1040,Saumya,Brar,387118.0
1010,Mitali,Karpe,386783.0
1122,Lekha,Shah,386783.0
1469,Tanveer,Sethi,385794.0
1096,Liam,Nagy,385256.0
1300,Aarna,Koshy,384260.0
1173,Robert,Sabharwal,384025.0
1178,Ishwar,Natarajan,383845.0
1259,Sneha,Hans,383774.0
1276,Meera,Bahl,382769.0
1466,Samarth,Gour,382267.0
1208,Aachal,Bora,381352.0
1483,Abhiram,Pandit,378758.0
1305,Damini,Sekhon,378071.0
1151,Indira,Sarna,375982.0
1220,Lucky,Sathe,375655.0
1209,Varenya,Goswami,375430.0
1072,Lekha,Kala,371038.0
1194,Janya,Nigam,370794.0
1303,Gauri,Saxena,369853.0
1137,Vamakshi,Sule,369834.0
1283,Akshay,Borah,369433.0
1234,Eiravati,Saini,369406.0
1161,Abdul,Gaba,368246.0
1379,Wahab,Soni,367841.0
1267,Vedika,Wadhwa,367195.0
1068,Panini,Banik,366895.0
1262,Brijesh,Dubey,366569.0
1311,Isaiah,Kota,366502.0
1457,Oeshi,Barad,365550.0
1401,Chavvi,Pillai,365414.0
1009,David,Shroff,364921.0
1186,Ojasvi,Balay,364682.0
1339,Kashish,Borah,364327.0
1119,Janaki,Chacko,363854.0
1394,Siddharth,Dhar,362446.0
1174,Barkha,Desai,362029.0
1316,Jairaj,Bhargava,361997.0
1136,Warjas,Wagle,361775.0
1307,Arunima,Mall,361374.0
1361,Vedhika,Grewal,361325.0
1495,Zehaan,Ramaswamy,359236.0
1302,Faraj,Dayal,359019.0
1166,Qarin,Chauhan,358926.0
1176,Naksh,Nagy,358853.0
1181,Nikita,Dugar,358053.0
1191,Megha,Behl,357130.0
1456,Aadi,Murty,356487.0
1062,Ekansh,Din,355410.0
1272,Chandani,Pandit,354600.0
1468,Bimala,Sawhney,353495.0
1322,Yamini,Parsa,353306.0
1319,Laksh,Lad,352570.0
1238,Ansh,Loke,352295.0
1318,Omkaar,Kant,352244.0
1443,Robert,Rao,351933.0
1242,Kamala,Bhat,351481.0
1012,Onveer,Bakshi,349503.0
1384,Anirudh,Shankar,348242.0
1159,Yashawini,Sane,347895.0
1059,Andrew,Barad,347344.0
1231,Pranit,Jaggi,346091.0
1193,Urmi,Sama,344608.0
1022,Eesha,Peri,342233.0
1048,Yashasvi,Pandey,342174.0
1063,Abhiram,Amble,341935.0
1118,Bhavani,Patla,341735.0
1103,Manbir,Mahajan,341161.0
1164,Madhavi,Srinivas,340772.0
1419,Aradhana,Peri,339326.0
1454,Osha,Vyas,338737.0
1140,Hemangini,Saxena,337822.0
1436,Darsh,Lanka,337665.0
1434,Mohammed,Narayan,337385.0
1020,Eesha,Modi,337315.0
1042,Simon,Batta,334754.0
1315,Ranbir,Chhabra,333791.0
1427,Yauvani,Sahota,332813.0
1386,Ekanta,Dhillon,332273.0
1366,Vedhika,Gole,331063.0
1097,Vedika,Patil,330360.0
1030,Vamakshi,Varkey,329685.0
1222,Indali,Sethi,329576.0
1408,Zashil,Singhal,329212.0
1417,Orinder,Mallick,328257.0
1045,Ekbal,Pingle,327344.0
1356,Gagan,Jayaraman,326825.0
1143,Xiti,Mittal,326783.0
1308,Irya,Samra,326755.0
1446,Maanas,Mistry,326677.0
1409,Kamya,Sane,325961.0
1329,Omisha,Mall,325510.0
1449,Aditya,Sandal,325168.0
1104,Libni,Oza,323874.0
1362,Bina,Bir,323588.0
1061,Udant,Sood,323539.0
1254,Harrison,Varkey,320237.0
1423,Yachana,Bala,318377.0
1313,Sanya,Minhas,317505.0
1256,Isha,Balan,317366.0
1395,Jackson,Kala,317104.0
1424,Mohini,Lal,316555.0
1310,David,Nigam,315204.0
1150,Triya,Gopal,314880.0
1226,Benjamin,Rai,312387.0
1451,Gavin,Vyas,311727.0
1274,Hema,Bora,310821.0
1175,Benjamin,Tara,310703.0
1139,Charita,Seth,310023.0
1060,Meghana,Vaidya,309451.0
1188,Nathan,Sarkar,308906.0
1422,Maanas,Khare,307933.0
1109,Dev,Dayal,306334.0
1398,Aryan,Comar,305232.0
1013,Lavanya,Apte,302800.0
1093,Ojas,Oommen,301188.0
1295,Vihaan,Khurana,301165.0
1107,Jackson,Soni,300685.0
1358,Anvi,Devan,298889.0
1227,Tamanna,Nadig,295018.0
1240,Sneha,Kumer,288684.0
1190,Chaman,Bail,288136.0
1450,Liam,Sinha,287736.0
1004,Harshil,Amble,285540.0
1038,Hitesh,Barman,281252.0
1202,Manthan,Dubey,281187.0
1187,Tara,Rout,279428.0
1036,Girik,Trivedi,278878.0
1260,Baljiwan,Iyer,278425.0
1101,Ayush,Anne,278054.0
1297,Oviya,Sane,270718.0
1291,Widisha,Ganesh,268139.0
1473,Naksh,Bhasin,267678.0
1364,Sachi,Garg,255001.0
1090,Janya,Sharaf,254053.0
1128,Indrajit,Pal,240985.0
1230,Devansh,Kala,240257.0
1463,Ganga,Natt,238773.0
1241,Ekansh,Kar,236594.0
1265,Indira,Sarkar,234565.0
1154,Bahadurjit,Kota,227537.0
1055,Samaksh,Jayaraman,216836.0
1134,Mitali,Khatri,215640.0
1317,Lopa,Prashad,214727.0
1487,Libni,Hans,212281.0
1095,Manan,Raval,192109.0
1405,Manya,Jain,187057.0
1461,Jack,Mann,175753.0
1112,Dalaja,Pal,100244.0
