customer_id,first_name,last_name,total_spent,customer_segment
1125,Pratyush,Sur,6394878.0,High Value
1383,Kevin,Ram,6393408.0,High Value
1290,Neel,Dani,6347505.0,High Value
1346,Kevin,Varty,6306167.0,High Value
1381,Robert,Krishnan,6222681.0,High Value
1195,Shivani,Bhandari,6204960.0,High Value
1486,Ria,Bakshi,6192466.0,High Value
1261,Reyansh,Solanki,6148669.0,High Value
1057,Yagnesh,Luthra,6139858.0,High Value
1198,Radhika,Nagar,6113174.0,High Value
1239,Janani,Morar,6070259.0,High Value
1024,Chanakya,Dhingra,6062213.0,High Value
1410,Ekaraj,Kibe,6054285.0,High Value
1445,Azaan,Buch,6047775.0,High Value
1256,Isha,Balan,6029965.0,High Value
1017,Gagan,Goel,6002339.0,High Value
1418,Anamika,Samra,6001177.0,High Value
1189,Ijaya,Mandal,5986454.0,High Value
1325,Yash,Narula,5964878.0,High Value
1266,Abhiram,Dyal,5957364.0,High Value
1108,Adya,Sangha,5952164.0,High Value
1301,Eiravati,Sodhi,5951156.0,High Value
1251,Krishna,Dube,5949643.0,High Value
1039,Udyati,Kohli,5912328.0,High Value
1474,Ekanta,Kota,5851394.0,High Value
1375,Veer,Pau,5827638.0,High Value
1111,Imaran,Ahuja,5807008.0,High Value
1414,Nihal,Karan,5781914.0,High Value
1359,Leela,Sane,5779168.0,High Value
1321,Yashica,Rai,5775857.0,High Value
1416,Radha,Purohit,5771423.0,High Value
1421,Anusha,Gaba,5762174.0,High Value
1173,Robert,Sabharwal,5760384.0,High Value
1472,Rachit,Gopal,5758118.0,High Value
1129,Anjali,Oak,5753944.0,High Value
1415,Nidra,Iyengar,5749742.0,High Value
1392,Nilima,Samra,5743606.0,High Value
1391,Urvashi,Chadha,5705820.0,High Value
1078,Madhav,Gola,5693025.0,High Value
1326,Upasna,Datta,5691234.0,High Value
1393,Ganga,Khatri,5676498.0,High Value
1275,Samar,Nath,5669712.0,High Value
1053,Adya,Murthy,5668462.0,High Value
1003,Gautam,Chana,5668349.0,High Value
1138,Tanay,Bakshi,5667751.0,High Value
1248,Shravya,Manne,5647867.0,High Value
1433,Karan,Nagarajan,5645200.0,High Value
1054,Faqid,Biswas,5645095.0,High Value
1462,Azaan,Parmer,5638141.0,High Value
1478,Theodore,Bhandari,5621852.0,High Value
1437,Sudiksha,Wason,5603960.0,High Value
1475,Mitesh,Mishra,5593661.0,High Value
1471,Hredhaan,Munshi,5592651.0,High Value
1079,Eta,Sarraf,5585812.0,High Value
1351,Banjeet,Chacko,5568657.0,High Value
1171,Advik,Saxena,5560431.0,High Value
1303,Gauri,Saxena,5547802.0,High Value
1172,Nitara,Goda,5535809.0,High Value
1069,Ronith,Barad,5519304.0,High Value
1152,Raghav,Dani,5513828.0,High Value
1156,Nidhi,Purohit,5504356.0,High Value
1467,Zaitra,Char,5479688.0,High Value
1250,Indali,Mutti,5476703.0,High Value
1043,Hamsini,Rama,5474862.0,High Value
1006,Bakhshi,Swaminathan,5460464.0,High Value
1296,Leena,Krishna,5436043.0,High Value
1200,Dipta,Wadhwa,5430986.0,High Value
1124,Maya,Gupta,5421540.0,High Value
1361,Vedhika,Grewal,5419879.0,High Value
1149,Odika,Gandhi,5405267.0,High Value
1395,Jackson,Kala,5390779.0,High Value
1249,Arjun,Pradhan,5378525.0,High Value
1259,Sneha,Hans,5372848.0,High Value
1117,Pahal,Butala,5362440.0,High Value
1428,Lekha,Bala,5361538.0,High Value
1088,Balendra,Pathak,5349546.0,High Value
1163,Waida,Gandhi,5300121.0,High Value
1168,Anika,Dua,5298769.0,High Value
1049,Sai,Butala,5239386.0,High Value
1488,Devika,Mallick,5235990.0,High Value
1299,Ekbal,Bhatnagar,5204666.0,High Value
1373,Kiaan,Boase,5193792.0,High Value
1155,Warda,Kota,5170020.0,High Value
1244,Rachita,Lall,5150324.0,High Value
1269,Vivaan,Rattan,5130642.0,High Value
1133,Nachiket,Lal,5128347.0,High Value
1228,Manan,Sastry,5125265.0,High Value
1213,Nathan,Kannan,5115487.0,High Value
1100,Udant,Mammen,5111236.0,High Value
1034,Suhani,Zachariah,5108645.0,High Value
1412,Finn,Nayar,5101999.0,High Value
1423,Yachana,Bala,5094036.0,High Value
1328,Vritti,Kibe,5086351.0,High Value
1280,Unnati,Bir,5084550.0,High Value
1206,Bishakha,Jain,5075431.0,High Value
1044,Arya,Chakrabarti,5069781.0,High Value
1247,Xiti,Kalla,5060053.0,High Value
1307,Arunima,Mall,5059236.0,High Value
1115,Anusha,Sahota,5055736.0,High Value
1211,Diya,Dutta,5046714.0,High Value
1040,Saumya,Brar,5032545.0,High Value
1476,Baghyawati,Karnik,5031063.0,High Value
1281,Omaja,Mand,4985313.0,High Value
1182,Udarsh,Cherian,4979126.0,High Value
1387,Urvashi,Solanki,4978669.0,High Value
1441,Lakshmi,Baria,4975488.0,High Value
1153,Oeshi,Sahota,4960956.0,High Value
1431,Imaran,Din,4951347.0,High Value
1203,Libni,Sarin,4933571.0,High Value
1279,Vedhika,Tank,4930525.0,High Value
1148,Ishaan,Raju,4930341.0,High Value
1420,Osha,Lal,4930027.0,High Value
1073,Bhavani,Vala,4929206.0,High Value
1183,Qasim,Nigam,4911185.0,High Value
1257,Yatin,Bajwa,4909275.0,High Value
1430,Ganga,Bains,4900208.0,High Value
1018,Vedant,Mitra,4873149.0,High Value
1052,Yahvi,Mistry,4870539.0,High Value
1243,Qarin,Shetty,4851581.0,High Value
1294,Chaaya,Oak,4839519.0,High Value
1380,Sneha,Pillai,4829270.0,High Value
1288,Mahika,Guha,4828143.0,High Value
1137,Vamakshi,Sule,4807853.0,High Value
1360,Anthony,Gokhale,4802179.0,High Value
1223,Ryan,Ben,4801686.0,High Value
1058,Liam,Mane,4773160.0,High Value
1457,Oeshi,Barad,4752157.0,High Value
1071,Udarsh,Shah,4727397.0,High Value
1273,Rehaan,Chaudhari,4727267.0,High Value
1304,Agastya,Modi,4720560.0,High Value
1126,Libni,Kamdar,4676770.0,High Value
1377,Gavin,Natarajan,4674336.0,High Value
1327,Wazir,Raghavan,4666601.0,High Value
1355,Jatin,Tata,4663977.0,High Value
1033,Chaaya,Venkataraman,4663755.0,High Value
1403,Nitara,Ramaswamy,4650115.0,High Value
1224,Aryan,Minhas,4646702.0,High Value
1091,Wyatt,Dass,4631135.0,High Value
1096,Liam,Nagy,4623073.0,High Value
1062,Ekansh,Din,4620335.0,High Value
1298,Irya,Contractor,4606938.0,High Value
1324,Tanmayi,Dhillon,4597232.0,High Value
1417,Orinder,Mallick,4595611.0,High Value
1426,Anamika,Keer,4583539.0,High Value
1308,Irya,Samra,4574581.0,High Value
1389,Krishna,Choudhary,4558812.0,High Value
1491,Amrita,Ben,4521003.0,High Value
1369,Hritik,Kant,4519742.0,High Value
1378,Samarth,Nigam,4515173.0,High Value
1459,Dakshesh,Ahluwalia,4512100.0,High Value
1371,Nathaniel,Bora,4460279.0,High Value
1374,Jack,Tara,4454326.0,High Value
1072,Lekha,Kala,4452456.0,High Value
1344,Abeer,Naidu,4434250.0,High Value
1094,Warinder,Nayak,4429849.0,High Value
1285,Charan,Sibal,4381647.0,High Value
1429,Mohammed,Bir,4380822.0,High Value
1001,Madhav,Chadha,4354934.0,High Value
1110,Aahana,Walla,4347191.0,High Value
1184,Shravya,Rajan,4318031.0,High Value
1106,Rajeshri,Dhaliwal,4314305.0,High Value
1366,Vedhika,Gole,4303821.0,High Value
1021,Neha,Krishnan,4293661.0,High Value
1258,Nandini,Varty,4282576.0,High Value
1408,Zashil,Singhal,4279758.0,High Value
1016,Jagdish,Kannan,4256131.0,High Value
1002,Janya,Tailor,4253204.0,High Value
1025,Ronith,Buch,4247268.0,High Value
1322,Yamini,Parsa,4239682.0,High Value
1409,Kamya,Sane,4237495.0,High Value
1086,Tanmayi,Chatterjee,4233961.0,High Value
1293,Oscar,Mody,4230011.0,High Value
1300,Aarna,Koshy,4226863.0,High Value
1178,Ishwar,Natarajan,4222301.0,High Value
1014,Idika,Panchal,4217205.0,High Value
1201,Dominic,Aggarwal,4217027.0,High Value
1080,Kamya,Wable,4210974.0,High Value
1276,Meera,Bahl,4210463.0,High Value
1466,Samarth,Gour,4204947.0,High Value
1458,Harini,Ganesan,4185151.0,High Value
1159,Yashawini,Sane,4174743.0,High Value
1334,Peter,Sem,4171966.0,High Value
1368,Advaith,Deshpande,4161865.0,High Value
1350,Advik,Mand,4157127.0,High Value
1132,Warinder,Bhargava,4109234.0,High Value
1353,Nicholas,Barad,4106511.0,High Value
1310,David,Nigam,4097662.0,High Value
1484,Lohit,Devi,4086980.0,High Value
1498,Elijah,Yadav,4078989.0,High Value
1320,Vrinda,Mody,4066227.0,High Value
1158,Madhavi,Thaker,4064089.0,High Value
1436,Darsh,Lanka,4051987.0,High Value
1162,Udant,Taneja,4051029.0,High Value
1267,Vedika,Wadhwa,4039155.0,High Value
1068,Panini,Banik,4035847.0,High Value
1190,Chaman,Bail,4033904.0,High Value
1188,Nathan,Sarkar,4015789.0,High Value
1425,Shivansh,Dhar,4012413.0,High Value
1339,Kashish,Borah,4007599.0,High Value
1065,Ishita,Bhatt,3999691.0,High Value
1490,Rachita,Agate,3987682.0,High Value
1386,Ekanta,Dhillon,3987284.0,High Value
1494,Niharika,Gupta,3980147.0,High Value
1404,Samarth,Acharya,3979322.0,High Value
1160,Udyati,Anne,3976918.0,High Value
1207,Imaran,Barman,3958163.0,High Value
1131,Indrajit,Arya,3956620.0,High Value
1130,Mitali,Samra,3953031.0,High Value
1500,Nirja,Anne,3952893.0,High Value
1365,Qasim,Sodhi,3951722.0,High Value
1176,Naksh,Nagy,3947392.0,High Value
1440,Imaran,Agate,3944671.0,High Value
1460,Nitara,Sane,3921340.0,High Value
1185,Nihal,Din,3882041.0,High Value
1105,Abdul,Narang,3874987.0,High Value
1318,Omkaar,Kant,3874689.0,High Value
1170,Widisha,Gill,3862962.0,High Value
1345,Tripti,Chatterjee,3849209.0,High Value
1452,Nilima,Chakrabarti,3832188.0,High Value
1116,Inaya,Doctor,3826428.0,High Value
1035,Gautami,Banik,3817535.0,High Value
1354,Vidhi,Bhalla,3808280.0,High Value
1142,Pratyush,Borra,3807494.0,High Value
1027,Devansh,Magar,3806392.0,High Value
1074,Damini,Mital,3792365.0,High Value
1363,Pavani,Raval,3790902.0,High Value
1305,Damini,Sekhon,3780714.0,High Value
1385,Chandani,Chaudry,3779877.0,High Value
1282,Shivansh,Kulkarni,3773029.0,High Value
1114,Advaith,Sanghvi,3763173.0,High Value
1204,Oliver,Bala,3761887.0,High Value
1151,Indira,Sarna,3759828.0,High Value
1099,Meera,Ahluwalia,3756404.0,High Value
1103,Manbir,Mahajan,3752773.0,High Value
1083,Liam,Halder,3751343.0,High Value
1175,Benjamin,Tara,3728438.0,High Value
1140,Hemangini,Saxena,3716050.0,High Value
1335,Daniel,Shukla,3712481.0,High Value
1372,Naksh,Mand,3705053.0,High Value
1219,Pushti,Iyengar,3693126.0,High Value
1492,Rajeshri,Manda,3685293.0,High Value
1180,Anvi,Prasad,3684693.0,High Value
1161,Abdul,Gaba,3682463.0,High Value
1066,Vasudha,Baral,3681795.0,High Value
1379,Wahab,Soni,3678410.0,High Value
1268,Vedant,Sagar,3672338.0,High Value
1311,Isaiah,Kota,3665020.0,High Value
1121,Rachit,Salvi,3644601.0,High Value
1179,Sai,Dubey,3638445.0,High Value
1330,Christopher,Prakash,3636258.0,High Value
1097,Vedika,Patil,3633960.0,High Value
1157,Dominic,Shenoy,3633557.0,High Value
1453,Ekavir,Manda,3630467.0,High Value
1030,Vamakshi,Varkey,3626543.0,High Value
1222,Indali,Sethi,3625344.0,High Value
1077,Michael,Mallick,3624702.0,High Value
1260,Baljiwan,Iyer,3619532.0,High Value
1382,Harini,Sachar,3608093.0,High Value
1447,Ishaan,Prasad,3600660.0,High Value
1032,Vasatika,Kibe,3592828.0,High Value
1166,Qarin,Chauhan,3589262.0,High Value
1480,Charvi,Tella,3583111.0,High Value
1181,Nikita,Dugar,3580537.0,High Value
1113,Finn,Seshadri,3572677.0,High Value
1084,Ekanta,Buch,3555982.0,High Value
1005,Chanakya,Sule,3554852.0,High Value
1396,Sathvik,Cheema,3553670.0,High Value
1169,Balvan,Thaker,3549605.0,High Value
1271,Mekhala,Ratti,3545213.0,High Value
1263,Ranveer,Salvi,3540104.0,High Value
1046,Zaitra,Mutti,3515442.0,High Value
1406,Abdul,Arora,3502398.0,High Value
1076,Eiravati,Mutti,3499307.0,High Value
1384,Anirudh,Shankar,3482429.0,High Value
1122,Lekha,Shah,3481051.0,High Value
1232,Suhani,Yadav,3475141.0,High Value
1469,Tanveer,Sethi,3472146.0,High Value
1212,Ikshita,Subramaniam,3450189.0,High Value
1193,Urmi,Sama,3446081.0,High Value
1215,Aarav,Shan,3435906.0,High Value
1048,Yashasvi,Pandey,3421746.0,High Value
1274,Hema,Bora,3419036.0,High Value
1314,Faras,Garg,3411315.0,High Value
1164,Madhavi,Srinivas,3407728.0,High Value
1306,Jalsa,Badami,3397096.0,High Value
1422,Maanas,Khare,3387263.0,High Value
1312,Gayathri,Choudhary,3374521.0,High Value
1109,Dev,Dayal,3369680.0,High Value
1284,Nidhi,Mannan,3363042.0,High Value
1237,Netra,Mohan,3353632.0,High Value
1289,Triya,Gopal,3346320.0,High Value
1479,Harinakshi,Jha,3345088.0,High Value
1427,Yauvani,Sahota,3328133.0,High Value
1234,Eiravati,Saini,3324659.0,High Value
1477,Nitara,Vyas,3318261.0,High Value
1165,Rushil,Pall,3309273.0,High Value
1031,Christopher,Saini,3308210.0,High Value
1401,Chavvi,Pillai,3288729.0,High Value
1045,Ekbal,Pingle,3273443.0,High Value
1081,Advaith,Grewal,3240411.0,High Value
1061,Udant,Sood,3235391.0,High Value
1015,Kamya,Sengupta,3215518.0,High Value
1443,Robert,Rao,3167403.0,High Value
1388,Arjun,Yohannan,3164135.0,High Value
1376,Abhimanyu,Bhasin,3115219.0,High Value
1051,Yash,Mukherjee,3115153.0,High Value
1331,Saksham,Parikh,3108115.0,High Value
1499,Theodore,Sarna,3107085.0,High Value
1357,Mitesh,Chahal,3104769.0,High Value
1010,Mitali,Karpe,3094264.0,High Value
1264,Hema,Chandran,3080054.0,High Value
1245,Balveer,Nayar,3058198.0,High Value
1082,Qasim,Gade,3052931.0,High Value
1208,Aachal,Bora,3050818.0,High Value
1454,Osha,Vyas,3048640.0,High Value
1434,Mohammed,Narayan,3036469.0,High Value
1020,Eesha,Modi,3035840.0,High Value
1107,Jackson,Soni,3006852.0,High Value
1220,Lucky,Sathe,3005240.0,High Value
1120,Rachana,Randhawa,2968579.0,High Value
1283,Akshay,Borah,2955464.0,High Value
1214,Tanvi,Issac,2951135.0,High Value
1123,Darpan,Malhotra,2947982.0,High Value
1473,Naksh,Bhasin,2944460.0,High Value
1446,Maanas,Mistry,2940093.0,High Value
1085,Banjeet,Balay,2929842.0,High Value
1186,Ojasvi,Balay,2917463.0,High Value
1144,Isaac,Sura,2901443.0,High Value
1174,Barkha,Desai,2896232.0,High Value
1128,Indrajit,Pal,2891827.0,High Value
1402,Shivansh,Borde,2884178.0,High Value
1450,Liam,Sinha,2877366.0,High Value
1302,Faraj,Dayal,2872159.0,High Value
1435,Gaurav,Atwal,2859741.0,High Value
1456,Aadi,Murty,2851898.0,High Value
1270,Bakhshi,Keer,2843063.0,High Value
1216,Ekapad,Das,2840992.0,High Value
1196,Niharika,Chatterjee,2827464.0,High Value
1233,Owen,Bhatt,2814878.0,High Value
1090,Janya,Sharaf,2794587.0,High Value
1231,Pranit,Jaggi,2768731.0,High Value
1022,Eesha,Peri,2737868.0,High Value
1419,Aradhana,Peri,2714610.0,High Value
1093,Ojas,Oommen,2710692.0,High Value
1297,Oviya,Sane,2707185.0,High Value
1358,Anvi,Devan,2690004.0,High Value
1315,Ranbir,Chhabra,2670329.0,High Value
1483,Abhiram,Pandit,2651311.0,High Value
1367,Samesh,Mitra,2635840.0,High Value
1356,Gagan,Jayaraman,2614607.0,High Value
1143,Xiti,Mittal,2614268.0,High Value
1449,Aditya,Sandal,2601350.0,High Value
1240,Sneha,Kumer,2598157.0,High Value
1362,Bina,Bir,2588707.0,High Value
1004,Harshil,Amble,2569865.0,High Value
1262,Brijesh,Dubey,2565984.0,High Value
1019,Zashil,Sarraf,2555572.0,High Value
1009,David,Shroff,2554452.0,High Value
1349,Ryan,Anand,2549427.0,High Value
1347,Warhi,Parmar,2545854.0,High Value
1146,Yashvi,Setty,2543186.0,High Value
1313,Sanya,Minhas,2540044.0,High Value
1394,Siddharth,Dhar,2537127.0,High Value
1210,Krisha,Dugar,2522197.0,High Value
1150,Triya,Gopal,2519047.0,High Value
1101,Ayush,Anne,2502493.0,High Value
1451,Gavin,Vyas,2493822.0,High Value
1229,Hiral,Apte,2492488.0,High Value
1272,Chandani,Pandit,2482201.0,High Value
1468,Bimala,Sawhney,2474468.0,High Value
1496,Gaurika,Gupta,2468563.0,High Value
1319,Laksh,Lad,2467993.0,High Value
1238,Ansh,Loke,2466071.0,High Value
1482,Zilmil,Gandhi,2462496.0,High Value
1242,Kamala,Bhat,2460370.0,High Value
1047,Xavier,Deol,2396460.0,High Value
1063,Abhiram,Amble,2393547.0,High Value
1118,Bhavani,Patla,2392147.0,High Value
1323,Barkha,Dyal,2388898.0,High Value
1141,Darika,Loyal,2374736.0,High Value
1192,Jyoti,Sathe,2363863.0,High Value
1333,Vasudha,Sangha,2350810.0,High Value
1042,Simon,Batta,2343282.0,High Value
1337,Chaitanya,Thaker,2341179.0,High Value
1464,Saksham,Dave,2305623.0,High Value
1095,Manan,Raval,2305311.0,High Value
1329,Omisha,Mall,2278571.0,High Value
1104,Libni,Oza,2267123.0,High Value
1209,Varenya,Goswami,2252580.0,High Value
1038,Hitesh,Barman,2250019.0,High Value
1316,Jairaj,Bhargava,2171982.0,High Value
1139,Charita,Seth,2170166.0,High Value
1060,Meghana,Vaidya,2166162.0,High Value
1463,Ganga,Natt,2148965.0,High Value
1398,Aryan,Comar,2136629.0,High Value
1497,Ekbal,Narasimhan,2119081.0,High Value
1059,Andrew,Barad,2084066.0,High Value
1218,Balhaar,Batta,2078243.0,High Value
1227,Tamanna,Nadig,2065126.0,High Value
1287,Upma,Uppal,2043644.0,High Value
1008,Neel,Bajaj,2030547.0,High Value
1286,Joshua,Dugar,1978275.0,High Value
1187,Tara,Rout,1955999.0,High Value
1036,Girik,Trivedi,1952152.0,High Value
1055,Samaksh,Jayaraman,1951529.0,High Value
1134,Mitali,Khatri,1940763.0,High Value
1230,Devansh,Kala,1922059.0,High Value
1438,Girindra,Sankar,1892703.0,High Value
1265,Indira,Sarkar,1876527.0,High Value
1226,Benjamin,Rai,1874324.0,High Value
1013,Lavanya,Apte,1816803.0,High Value
1136,Warjas,Wagle,1808875.0,High Value
1495,Zehaan,Ramaswamy,1796184.0,High Value
1235,Lajita,Bali,1779272.0,High Value
1442,Kabir,Varkey,1776536.0,High Value
1487,Libni,Hans,1698252.0,High Value
1202,Manthan,Dubey,1687122.0,High Value
1241,Ekansh,Kar,1656159.0,High Value
1254,Harrison,Varkey,1601185.0,High Value
1364,Sachi,Garg,1530011.0,High Value
1405,Manya,Jain,1496456.0,High Value
1194,Janya,Nigam,1483176.0,High Value
1119,Janaki,Chacko,1455417.0,High Value
1012,Onveer,Bakshi,1398013.0,High Value
1317,Lopa,Prashad,1288364.0,High Value
1424,Mohini,Lal,1266223.0,High Value
1461,Jack,Mann,1230277.0,High Value
1295,Vihaan,Khurana,1204660.0,High Value
1291,Widisha,Ganesh,1072559.0,High Value
1154,Bahadurjit,Kota,910149.0,High Value
1191,Megha,Behl,714260.0,High Value
1112,Dalaja,Pal,400977.0,Medium Value
